Rating,Date,Review
5,2022-07-24,Better price than buying direct. And this is the best all year clean sweet smell
5,2021-12-27,"Was happy to find this scent, it’s a soothing scent of true lilac flowers!"
5,2022-04-15,Absolutely obsessed with the smell. Will repeatedly buy
5,2022-04-22,This candle smells sooooo good and it lasts  longer then the other eh candles out there
5,2022-01-20,This was a gift for a friend for Christmas. I found out that she loved the scent of Lilac's. She loved it!
5,2021-09-17,This candle is the perfect color and the scent is of tangerines and cotton candy.  Just Marvelous.
5,2022-05-03,Smells amazing and last for a very long time.
5,2020-05-09,I love my candles and I love the beach. I put one in my bedroom & one in the living room. Great size and great product for the price.
5,2020-02-08,What else is there to say about Yankee Candle. They don’t have to be reviewed. They are the best in the market without a doubt. You will see this review on three other Scents. Yes I bought three. I love the candle they produce.
5,2018-10-01,I don’t know what’s up with the people who say this has no scent.  I’ve bought several and each has filled the room with a lovely floral scent that’s pleasant without being at all cloying.  I love it.
5,2022-05-13,Love this scent and color of this candle .
5,2022-04-15,Smells exactly like a rose bouquet. Fresh and lovely
5,2021-07-27,Yankee Candles are high quality and the scent of the lilac candle is amazing. The candles make even large rooms smell great.
5,2021-07-14,Smells great! It’s a nice light summery smell. It may be pink but doesn’t scream girl with its scent.
5,2021-06-19,It has a beautiful scent!
5,2022-01-23,These candles smell amazing and I love when Amazon has great deals.
5,2021-07-20,"Love this scent! I bought this on sale recently, otherwise I  think it is overpriced. Lovely scent though."
5,2020-05-04,"This is one of my favorite scented candles. It smells just like suntan lotion, which I love because it reminds me of the beach. It's not too strong or overpowering. Great price for a Yankee Candle."
5,2021-05-27,"My favorite scent scent all year long. In winter it reminds me of summer. In summer, it enhances my poolside margarita"
5,2022-04-26,Beautiful light beachy scent. I love it. ❤
5,2018-10-20,I absolutely love this scent! It is a refreshing and fun scent and it’s so nice to walk into my house and have this aroma fill my room after lighting my candle!I’ve had many compliments from customers and colleagues. I would highly recommend this!
5,2021-03-26,We had to order this twice because the first one came improperly packaged without a box. But the scent is lovely and long-lasting.
5,2022-07-24,A lovely lilac scent.
5,2021-06-24,My mom loves this candle so much better than any other brand. Lilac is her favorite scent and it's hard to find
5,2021-04-12,"I had a lilac tree. This candle smell is perfection.  It is not as overwhelming as the tree was. Highly, highly recommend."
5,2022-08-12,One of the best smell! Very long burnt time.
5,2021-09-20,"i love Yankee candles, i buy them for gifts, everyone enjoys them. Long lasting and the price is the best at Amazon. Also their delivery service is excellent!"
5,2020-07-15,I received my candle and the jar was broken. I Let the company know and they took wonderful care of me. Fast and responsive customer service. I love the scent and the candle is beautiful!!
5,2021-06-11,"This is my mom's favorite scent, and I couldn't find it at Yankee Candle,  so glad Amazon had it in stock.  Best purchase!!!"
5,2019-07-17,"I have ordered this candle twice now for friends who have gotten engaged as part of an ""engagement basket"". Can't weigh in on the scent or longevity, but let's be honest, you're not buying this candle for either of those things. Looks great. Love the aesthetic."
5,2019-04-10,Lilacs are my absolute favorite flower but unfortunately their bloom time is so short. I was leery of ordering a candle on line without smelling it but I am so happy I did!I bought 2 and they smell exactly like the flowers and puts off an amazing amount of scent.
5,2021-02-06,"Its a freaking yankee candle, must I say anymore?? Its so fragrant but not in a chemical way. It truly smells like there is a lilac tree in my house!"
5,2021-05-06,I buy this candle every year and have it sent to my mom because I use to pick lilacs for her as a child and this is the closest thing I can get. I had one show up broken and they immediately replaced it! Love there smell and the customer service!!
5,2021-08-24,"The scent of fresh roses fill the room. As with other Yankee Candles, it's a great value and lasts a long time."
5,2021-02-21,Smells so good! One of my favorite Yankee Candle scents! Smells sweet and slightly fruity but also a bit salty at the same time. Love it!
5,2022-06-10,Love this scent!
5,2020-08-16,I love the smell of lilacs .  I've bought this before and I'm very happy with it.  Is last a couple of weeks but then again I burn it for many hours especially on the weekend.
5,2020-10-22,Has a nice lilac blossom smell and a pretty purple color. Looks the same as in the photos. Plan on giving it as a gift and I'm pretty sure my mom will love it!!
5,2021-04-08,Who doesn’t love the subtle scent of roses. I’ve lit this daily for about a month and still have half a candle. I may need a lifetime supply!
5,2021-09-12,I'll definitely order this scent again. My whole house smells like roses and it's lovely!
5,2019-12-12,"Ordered this candle during the holiday rush, on its way it ended up being a cracked mess. When I reached out, they sent me a new one and have it lit right now!!! This scent is amazing, reminds me of spring as a child."
5,2022-02-04,A nice gift or for a in home SPA day next to the tub.
5,2022-08-17,very nice scent
5,2022-01-07,This smells like the body spray I wore in high school and I absolutely love it.
5,2021-07-21,"My mother loves the scent of gardenias! I got this for her birthday and she was so excited to receive it. Perfect size and lasts a long time, house smells great!"
5,2021-03-25,Great scent. Got it on deal of the day for a great price. Very happy and lasts a long time. Makes my house smells great.
5,2021-02-11,"Only wish it was a soy candle.  This is a great product, packaged well for shipping and gifting, one wick is sufficient for even burn."
5,2022-06-07,Only bad thing was that I bought 3 and was supposed to get other 3 free!! I had a coupon and the site wouldn’t accept it and it was supposed to be good until the date I ordered the candles!!! Very disappointed
5,2012-11-15,"I really enjoy the scent of this candle.  It is not overpowering like some flower scented candles I've tried.  The scent is light and genuinely smells like roses.  I use this candle year round, but especially appreciate it in winter when the windows have to be shut and things get a bit stuffy.  Some strong scents affect my asthma and make my husband stuffed up.  This one doesn't  bother either of us, so if you have allergies like we do it might be worth a try."
5,2022-08-06,Candle smells great
5,2021-10-20,I'm a repeat customer. I love the smell of it and it's long lasting candle
5,2022-07-27,"Smells lovely. A little smaller than I thought, but supposedly has a long burn time. Will purchase again."
5,2020-12-08,This candle has a strong lilac scent that fills a large room and can be smelled from well beyond that room. The color is a vibrant purple. It lasts a long time. I light mine daily for about 1-3hrs at a time and it will likely have a 2 month lifespan by the time it is used up.
5,2022-05-17,El olor es superior agradable
5,2022-04-29,Great price for this candle
5,2022-05-17,Yummy smell pretty too
5,2020-11-18,"I have tried many brands over the years and I keep coming back to Yankee Candle.  Great quality, fantastic scents, and wonderful customer service."
5,2021-06-26,"Awesome scent for all year around, will be buying more for not only us but for gifts as well"
5,2022-05-11,Delightful light scent
5,2020-03-24,"What's not to like about Yankee Candle? The scent is strong and pleasant. This particular scent is exactly what my friend wanted, so it's what I got for her. Large size. Lasts long. Decent price."
5,2021-07-11,"Pink sands is the best scent. Yankee candle are good sized, nice quality candles..."
5,2021-06-10,The Lilac scent is amazing and I burn it for 5-6 hours a day.  Lasted almost 2 weeks.  Incredible value.
5,2022-07-25,Love it
5,2020-12-11,"This is my favorite smell! It lasts for quite some time, doesn’t burn to quickly yet it fills my home with the amazing fragrance."
5,2022-06-03,Nice fresh scent
5,2021-08-01,Great value.  Very strong and long lasting scent . Burns even and almost completely.
5,2022-03-04,Love this candle and the fragrance
5,2022-01-31,I LOVE YANKEE CANDLES. They burn steady &Emulate The Name of Your Candle. I’ve burnedMine all weekend & I had to remind myselfWe have snow on the ground ! I will buy over & over Again !
5,2021-07-08,"I love these candles, but the lilac smells exactly like fresh blooming flowers."
5,2022-06-10,I loved this candle's scent.
5,2022-02-10,Love the smell of Lavender. Not to strong. JUST RIGHT
5,2021-12-19,This is my home scent - light but nice smell
5,2021-01-08,Didn't know if I'd like this one or not so I bought it on the clearance rack. It's not a favourite. Glad I got it half off.
5,2021-06-29,"Smells great, makes a great gift, guild several rooms with scent, lasts a long time"
5,2021-03-23,Sent as a gift for a spring time birthday! Better than sending a bouquet of flowers! Arrived quickly and in perfect shape.
5,2022-01-30,"I have to be honest, I got for a coworker as a gift so I don’t know how it smells… sorry"
5,2021-01-03,Absolutely love Yankee candles and this scent in particular! They last long and really make a whole room smell so much nicer.
5,2021-07-13,"Long lasting,  smells heavenly, awesome, will buy again, makes a lovely gift!!!👏🏼♥️👍🏼"
5,2022-05-19,The smell is the best
5,2022-05-28,I love the scent. The candle has lasted longer than most.
5,2022-05-13,Great smell and burns great as well
5,2022-01-26,The scent is soft and shuttle. The burn time is very amazingly long.
5,2021-12-28,"Candle is great, smell is great, size is just ok."
5,2020-11-15,"This is one of my favorite Yankee Candle scents. It reminds me of suntan lotion, sand, and ocean waves. It arrived perfectly intact and ready to go."
5,2020-08-25,Originally this was a housewarming gift. Loved it but hard to find. It's my favorite go-to Yankee Candle when I can find it at a decent price.
5,2022-04-15,"Absolutely my favorite candle!! The smell and the color , i try not to use it because i don't wanna waste it!!!"
5,2018-09-20,"This smells wonderful, like walking through a field of Lilacs.  I can smell it all the way downstairs from my bedroom just by opening and closing the door a few times i'm so obsessed i immediately ordered another one.  Sadly the other candle I ordered arrived with a broken jar so I hope my next one comes unscathed."
5,2020-07-22,I have purchased a TON of candles in my life and it is my GO TO CANDLE. I don’t have one bad thing to say.AMAZING SMELL. GREAT PRICE. Long burning. Authentic.
5,2020-07-16,"I was a little concerned about ordering a glass candle online, fearing that it would come broken but the packaging was impeccable! I’ll definitely order more."
5,2022-01-01,Bought as part of a Secret Santa gift. Wrapped nicely in bubble wrap and had a nice strong smell
5,2021-02-09,"My former roommate used small rose candle in her bathroom often.  She has a keen smell while I don't have any sense of smell.  At this point, I had decided to purchase two jars of them.  Perfect!!!  Sorry I could not answer its scent rating."
5,2021-08-03,I love both vanilla and lavender and together makes a fresheow scent and not flowery!
5,2021-05-12,"Very good fragrant, travels around the entire house. I burned it for about two hours, great"
5,2022-01-29,Yankee candles never disappoint
5,2022-08-10,Like
5,2020-10-11,Smells wonderful! I use an electric candle warmer to extend candle life so I can't speak to its longevity if you actually light the wick.
5,2018-05-25,What can I say...... it’s that time of year...... I love the smell of lilacs...... it’s a yankee candle..... and it don’t get any better than that👍🏼
5,2021-06-05,Really Smells Like Roses... I have several of this scent... Long time YC buyer of many scents...
5,2022-01-02,Does what it says on the label.
5,2021-08-17,"There's not really more to say... Big candle, smells good... What's not to like?"
5,2022-04-27,Used it in bedroom
5,2021-03-10,"Nice, strong scent. I got several weeks of life out of this candle, even lighting it a few hours every day."
5,2022-03-19,Lovel springtime scent
5,2020-10-25,"I love this scent, so fresh and pretty smelling. I was surprised at the great price on Amazon! Definitely had to buy it right away!"
5,2021-05-07,"I love the scent of this candle, everyone who walks in tells me that my home smells wonderful! Incredibly inexpensive as opposed to buying directly from Yankee Candle. Highly recommend."
5,2020-03-11,"When people come in my house, they compliment me on the fragrance. It is really nice. Not too flowery, not too weak. It does last a long time. I have two and I gifted my mother one."
5,2020-11-12,Love the mild/lavender aroma that create perfect atmosphere! This is even good in removing odors in kitchen after cooking!
5,2022-05-24,We love the lilac sent even though it is a bit stronger than some of the other candles. This is a great candle for spring but would also be nice other times of the year
5,2021-08-28,"Very well packaged, very hard to find now it's discontinued"
5,2022-07-15,The Fresh Cut Roses scent lives up to its name. It is like having real roses in your home; it gives you a feeling of elegance and sets the mind to have a particularly special day. You don't have to look for your candle; the scent floats across our 3500 sq. ft. home.
5,2020-06-05,"Exactly as described.  Fast shipment, received in great condition, packaged well.  Great scent was a gift, the person who received this gift loved it."
5,2021-08-30,Like a walk on the beach with soft waves and a cool breeze.
5,2022-07-18,Love the scent!!! A family favorite!
5,2021-04-26,Yankee candles are the best .I only get Lilac bit have been gifted with others .All are nice.
5,2020-07-25,"Love this scent! Been struggling to find a good summertime candle.  This is it!  If you love Yankee’s autumn wreath and pine & balsam scents, then you will love this one too!  Floral but even the boys in our family love the scent."
5,2022-03-19,Love it
5,2021-06-27,This was a mothers day gift from my kids it smells amazing and i love it
5,2020-10-11,No other candle fills the room (actually my entire house) like Yankee CandleLilac Blossom is a nice light scent...
5,2022-06-04,Liked the size and the smell was great.
5,2021-10-28,"Solid jar, fantastic smell, and reasonable price. Overall great. My partner and I love the scent of the Jasmine blossom, and we are pleased with this candle."
5,2021-05-01,"If you love the smell of lilacs, you will love this candle. Like walking into a nice spring garden."
5,2021-02-25,"This is the best gardenia candle ever!! You light the candle close your eyes and it takes you right back to Kailua, Oahu... Mahalo Amazon!! ❤️"
5,2022-05-23,Has a wonderful scent. Would make a great gift
5,2022-02-03,Love this candle
5,2021-03-13,This is my most favorite candle and it has been retired...so finding one was wonderful!!!
5,2021-04-25,I love the smell and it starts when you take off the lid!!!!  Definitely my favorite and will buy again!
5,2021-04-10,"Great candle. Scent is amazing. I'd buy it again for myself, and buy it again for myself."
5,2022-08-02,Makes my room smell like lilac!
5,2022-04-26,Lite potent smell
5,2011-06-15,"I was visiting my mother-in-law and wanted to buy her a gift.  There was a Yankee display and (not lying) this was the last candle I picked up.  Why?  Because it's pink!  Ha!  I fell in love with the smell though!  As a matter of fact, so has everyone else - no kidding.  there has not been one time, either at her house or mine, that when this candle is lit, a woman doesn't comment on how great it smells.  And they always ask what is it, as well as, write it down.  Never before have I had a candle that smelled so good.  Sadly, I have to tell them it is called ""Pink Sands"" (embarrassing!).This product will probably be discontinued once the word spreads."
5,2021-04-16,"I love the scent, its smells so good. I'm always getting comments on it. It last 4-ever."
5,2021-04-17,My favorite scent from Yankee Candle. Just doesn’t fill a room with scent well.
5,2022-05-07,When burning the candle spreads the smell. Really nice especially at spring or if you miss spring.
5,2021-01-11,"This is my favorite scent from Yankee Candle.  It is MUCH CHEAPER to buy it here than on the Y.C. website,"
5,2020-05-16,"I love the scent. Delivery person must have banged it on my porch, breaking jar into hundreds of pieces,I loved the fact that customer service replaced it n two days"
5,2022-08-04,Used for eliminating dog orders. Lasts up to a week or longer… depending on how many dogs one owns.
5,2022-03-11,It’s smells quite lovely.
5,2019-05-15,"I have always loved you and cake candles, and I'm sure you know what this product is and that it will meet your satisfaction. It is up to you to decide whether or not it's worth the cost. I'm satisfied as a customer however!"
5,2020-03-21,Love the smell. Yankee candle needs to start making candle toppers again because you end up with so much black wick and your wax when you get to the bottom of the candle☹️
5,2021-10-25,Smells just like lilacs. My favorite
5,2022-04-19,Perfection
5,2022-03-06,Smells great
5,2021-07-15,I light this upstairs and my whole house smells fantastic!
5,2015-07-03,"I love this candle scent! Its strong, not overly strong, and smells like REAL roses. I am a rose enthusiast and for me personally it reminded me of real rose oils. Particularly picked up the scents of traditional red rose and turkish roses, I love the combination scent! Great service as always from Amazon and Yankee Candle, and arrived in very well protected packaged. 5/5"
5,2022-05-12,Lasts a long time and smells great
5,2021-09-22,Love this candle! Can't buy at Yankee store right now
5,2021-07-16,Omg the smell is in the air reminds me of the shore with the summer breeze coming in.
5,2021-08-13,Love love love these candles and this scent is the best!
5,2021-08-22,I buy a lot of scented candles and this one is probably my favorite.I’ve had it a few months now and it hasn’t run out.  I’ll definitely buy another one when it does run out.
5,2021-10-20,Great smelling candle! Spreads throughout the house.
5,2022-08-16,I like this size and smell. The delivery was fast
5,2022-04-13,It was smaller than expected
5,2022-03-07,Great gift or for your home. You can smell 1 candle burning throughout the first floor
5,2021-10-15,This candle smells great and lasts a long time
5,2020-12-05,Great candle. Started burning the candle as soon as I got it out of the box! It fills the kitchen with a lovely scent.
5,2022-08-03,This is the best candle. I could smell it before I even took it out of the packaging. The smell is strong but not overpowering.
5,2021-09-07,Awesome smelling lilac candle and long lasting.
5,2021-06-04,Closest thing to real lilac fragrance. Definitely worth every penny!
5,2021-01-22,Love this scent my favorite and always makes house smell great! Burns well and lasts a long time depending on how often you light it.
5,2021-11-09,This candle makes my room fragrant but not overpowered.  I love it!
4,2021-08-31,"I'm living at our beach condo this summer, and I burn this candle every day. It's so beachy, and is a little reminiscent of a nice-smelling suntan lotion from days of yore. Used to be that this scent was one of Yankee Candle's stronger ones. Now that most YC's have lost their strong scent (and some of them seem to have no scent at all), at least you can smell this one. But it is very light, so it's great for people like my sister who don't tolerate strongly scented candles. If I could buy the old version though, the more strongly scented one, I would! This one has the same scent, just not as strong.Also, I like that the two-wick tumbler is an option. Used to be it was only the one-wick large jar, the classic Yankee Candle. The two-wick tumbler has a more even burn, and you don't have to burn it for four full hours, as you do with the large one-wick jar, to maintain the integrity of the wax. And no worries about tunneling. So I buy the tumbler version. If I knew I wanted to be at home and burn it for four hours at a time, I'd buy the classic jar version. It lasts longer.PS - I did buy one the jar version of this candle recently, and the scent isn't any stronger than the tumbler version. So the reduced scent of Yankee Candles doesn't seem to have to do with which version you buy large jar or large tumbler. But the smaller of their candles do not seem to have as much scent throw, so I always buy the large ones."
5,2018-03-12,"My favorite yankee candle scent of all time, but doesn’t smell up the room at all. If you like candles with barely any smell, this is for you! Overall though, the scent is soooo yummy! I keep it in my small bedroom for more impact."
5,2021-02-09,Love the scent of this candle.  The candle burns a long time. Well worth the money.
5,2018-02-20,I enjoy the smell of this candle. It is not overpowering (I do wish it was a bit stronger). It is long burning the wax does not​ run out as fast as the cheaper versions from Walmart. I love it. I leave it on all day. Would recommend.
5,2021-02-10,Yummm the smell in the house is so ramantic i will buy lots more highly recommend this candle
5,2019-07-03,The price was only $19.99 which is a good price compared to stores. I can smell it throughout my house when I'm burning it. Another thing I like is that I can leave the house to run an errand and the scent will still be in the air when I get back.
5,2020-12-22,I love this candle.  The scent not only fills the room but last until the next day.  Makes a wonderful gift.
5,2020-03-07,Yankee candles last so much longer than bath and body. This is one of my all time favorites. Half the price of the actual yankee store & are real. Smell amazing.
5,2020-12-29,"This candle has such a beautiful scent. I have ordered quite a few times already. Burns clean, nicely and not too fast. Worth it."
5,2020-10-28,"Love this candle, such a fresh clean scent. Very relaxing. Amazon had such a great price on it, I had to get it!"
5,2012-08-26,"I love this scent! I bought this as a gift to my grandmother, it is her all time favorite scent in the world. She has only had one gardenia candle her whole life and she uses it very sparingly. Anyways, the candle she had is almost out and I was going to buy her the same brand but they sadly discontinued this scent of theirs:( So I went to amazon to look and they didn't have the same brand. I found this one by Yankee Candle and it smells even better! Just opening the jar will fill up your room with the scent for a few minutes. I will continue to buy this one from now on. Thank you amazon for selling this!"
5,2021-05-04,It has a nice through and a fresh clean sent kinda like soap and flowers
5,2021-02-12,Awesome fragrance and the candle last a very long time. I will definitely purchase more. Great price.
5,2021-04-13,Love the scent and color of this candle. The Yankee Candle brand says it all!
5,2022-07-14,"I love Yankee Candles. All of their scents are amazing, and they last a long time"
5,2020-08-08,You can't go wrong with Yankee Candle.  This rose candle has an especially lovely fragrance like smelling a rose from the garden.
5,2021-05-21,Lovely jar candle by Yankee. My favorite fragrance. It did not disappoint!
5,2020-07-14,was lucky enough to get the sale on these cause there my mothers absolute favorite :)smells great leaves the house feeling comfortable
5,2021-07-08,Mush have been hot. It melted during shipment.
5,2020-12-24,Bought it while on sale for my parents.....they love it....and they're picky about scents.
5,2021-07-19,It smeks heavenly for those that love jasmine!!!
5,2021-05-08,"Packaging was good, shipping was fast.Will buy from this Company again.Regards,LGM"
5,2019-08-16,"not as overpowering as some Yankee Candles - nice scent in a long lasting candle, not too sweet like some vanilla candles can be"
5,2022-07-16,Its awesome. My girl loves it.
5,2021-03-22,Bought it for my mom. Her favorite candle scents and she enjoyed it. Would recommend.
5,2021-05-14,Love their scents especially lilac for the spring and summer months
5,2022-05-20,Love Yankee candle 🕯️
5,2021-03-03,The White Gardenia Yankee Candle has a beautiful smell.  I would definitely recommend!
5,2021-07-11,"You spend a bit more on Yankee Candles, but they last longer and are worth it."
5,2022-07-05,Love the fragrance light and breezy
5,2020-05-29,I can’t believe how inexpensive this candle was! The scent is DIVINE - watermelon and summer in a jar! My absolute favorite Yankee Candle scent.
5,2012-06-01,"This candle smells great, and is well-constructed in a thick glass jar with a robust top.  The burn time has been good so far and it's not smoky at all.  It can be a pain to light once the wax wears down, but that's how all ""jar"" candles are I suppose.The smell is fairly mild and pleasant.  It's not offensive like many of the ""fruity"" pungent candles.  This is my second favorite after ""fresh linen."""
5,2021-01-24,"None broke!! Great packaging!! Great smelling, good longevity. I totally recommend for you or as a gift!"
5,2015-05-18,This Yankee Jar Candle is a lot of candle. I purchased this for my wife and she really enjoys it. The fresh cut roses smells exactly as it sounds it would. This thing burns and burns and burns and hardly any has been used up. It's about a year old now and I would say 80% is left unused. She lights it up for about an hour on the weekends.
5,2021-03-29,"Lilac blossoms Yankee candle had a great odor.  It is flowery, and very nice."
5,2019-07-07,"I'm very impressed with this candle, not all Yankee Candle's have this strong of a scent.  This one smells just like roses not too overpowering just very pleasant.  Highly recommend.  I even left it burning all night one night and it still has wax left."
5,2018-11-30,"I love candles, especially Yankee candles. They burn for hours and hours on end and will leave the room smelling fantastic. When my boyfriend forgets to take out the garbage I light these up while I take it out and clean up a little and the garbage smells is gone within 15 minutes."
5,2021-10-29,Love yankee candles
5,2016-06-10,"I absolutely love these ! We had them all spring & several & I ordered more. Great & very strong lilac blossoms scent & very relaxing. Remindsme, where I come from as we got them growing all over place in nature & they smell wonderful ! Great seller, good price, fast delivery. Thank you."
5,2022-02-08,This was a gift to my sis n law who loves candles. The scent was soft floral. It smells so good!
5,2022-05-17,Smells just like lilacs and it is long lasting-well worth the money spent… I will buy more!
5,2021-06-01,Smells really nice yet not overwhelming. Lasts a long time compared to other brand candles.
5,2020-12-28,My DIL loves candles.  She especially loves Yankee Candles for the quality and scent.
5,2021-08-10,A subtle sweet scent with notes of beach air
5,2020-01-29,Bought for my mom as Christmas gift. Wrapped very carefully and I was able to just wrap and give to her. Always smells wonderful and burns clean and even.
5,2021-05-10,I love the smell of jasmine.  This candle's scent is very fragrant.
5,2020-10-27,"Came very surely and well packaged so there were no worries of it breaking in transit. It’s the standard Yankee Candle: great scent, long lasting and a beautiful colour."
5,2021-09-09,Scent is good- lasts a long time
5,2021-03-24,"Love the quality. You can't beat this brand! This Scent i love but isn't strong enough, but the candle last forever."
5,2019-03-03,Pink sands is my favorite scent.  It smells fresh and clean but not overly perfume smelling.  The jar candles seem to last longer than the 2 wick candles.  I'll definitely be ordering more of these Yankee candles.
5,2020-05-11,Really smells like lilacs I love it in my kitchen I had real lilacs in my kitchen when I lived in New York so this takes me back to a time when I had the real lilacs
5,2021-04-10,LOVE yankee candles quality and scents. Pink sands is my all time fave
5,2021-02-16,"Always impressed with how long the Yankee Candles last. The scent if lilacs reminds me of the bush outside my bedroom when growing up. I always keep extras on hand for Birthdays or  ""thinking of you "" gifts. Exceptional quality"
5,2021-01-07,This is one of my favorite Yankee Candle scents!  Like an instant trip to the beach!
5,2018-05-04,A huge candle but packaged well. It has egg crate around the candle and then in a box. The box says what it is but it came in another box with another item. The scent is like a lighter version of Vanilla. I can't describe any other scent associated to it than that.
5,2021-05-14,This is by far one of the best Yankee frangrances. It’s so rich. It fills my apartment. Love it!
5,2022-01-30,I Love the scent of this candle. The scent is really relaxing!
5,2020-09-18,I have insomnia! I light this candle about an hour before retiring. It helps me go to sleep. I find the fragrance to be Absolutely fantastic. I will buy this product over and over again.
5,2021-06-09,Only problem I had was how long it took to deliver.
5,2021-08-21,Long lasting. Quality candle
5,2021-08-04,SMELL'S GOOD AND LAST A LONG TIME
5,2021-07-16,Without a doubt the best candle hands down!
5,2021-07-26,I love this scent! And the price was great too!
5,2021-02-22,I love the smell of Lilac and this candle smells great! Perfect for spring!
5,2021-09-09,I love this candle. It smells so good. Going to buy more for my daughters. Lots of compliments on it.
5,2021-12-28,I did not have coronavirus. Did not lose my sense of smell. The aroma was wonderful and it was strong.
5,2020-08-27,I usually buy these direct from YC but I just wanted one this time so I ordered here. Wowza this smells amazing!
5,2021-03-25,The candle has such a nice  floral scent that travels far.
5,2021-05-07,Love the scent.  Lasts forever.  No way am I giving it away.
5,2021-06-28,"Like a lilac bush in my apartment!Got one for my daughter, too."
5,2017-04-11,"Great scent, good slow burn, wick burns well and doesn't need frequent trimming or do the ""mushroom"" thing where the flame gets huge and the wick gets a heavy head. Fills my home with a warm scent!"
5,2021-02-12,You pay more for these candles but truly worth it and they last a long time
5,2019-12-13,"All I can say is ""I want another one!"" I wish they weren't so high in price. That's the only thing I do not like. It's hard to buy them all the time on a fixed income."
5,2021-04-25,I've purchased twice and will continue to do so.  The color is good and complements my decor and this candle's scent is wonderful.
5,2021-05-23,Smells up the whole house! Wonderful Spring scent...
5,2011-09-16,"I am already a big fan of Yankee candles & think they are far superior over most candles (but even with that being said, they do have a few ""stinkers"" in the bunch). Not Fresh Cut Roses. It is my all time favorite scent they make. It comes the closest to smelling like the real thing than any other rose scented candle I've ever tried. I would say it's a medium scented candle. Not too overpowering & not so weak that you can barely smell it. I highly recommend it!"
5,2022-01-20,"This candle smells wonderful, one of my favorite Yankee candles"
5,2021-04-28,This is a great candle scent! It makes you have dreams of summer!
5,2019-07-30,This is our favorite candle.  We have a cat and it seems to be the only thing that works to hide the fact that we do.  It's on often so a warmer works better cause it burns out fast.
5,2020-04-30,Love this scent!  Some of the Yankee candle scents give me a headache but this one doesn’t.  These jar candles just burn so nicely.
5,2022-04-26,Who doesnt like Yankee candles.  The lavender scent is my favorite so far!
5,2020-09-21,Very strong scent! The price is better on Amazon’s market than buying from the Yankee Candle.
5,2021-07-30,Smells AMAZING!!! Perfect size
5,2019-12-04,Actually this candle was actually is still not only burning as I light it everyday for an hour here and an hour there is really quite wonderful and I'm a guy so yes it does smell somewhat flour 80 but a very nice scent absolutely clears the air..!  I will buy it again for sure the exact one!
5,2020-12-29,I love how this candle smells it has a clean fresh scent and nice scent
5,2021-07-20,Smells just like real roses!!!
5,2019-02-03,"Amo el aroma de esta vela, de todas las opciones que he comprado realmente ha sido la única que me ha dado un resultado satisfactorio. El aroma es agradable y realmente se siente en el ambiente. La recomiendo en un 100%"
5,2022-01-14,Very nice
5,2022-01-26,"The scent is nice! The wick wasn't centered, though."
5,2021-07-04,Yankee candle. Amazing as always.
5,2021-03-23,Love the lavender scent.  It is so please tell and relaxing.
5,2021-09-16,Sun soaked scent! Fresh and lovely!
5,2019-12-06,It is the best smell I love it and I used to sell Yankee Candles at a coffee shop. And I never had this scent and you will not regret getting this.
5,2022-08-08,Love the smell
5,2019-12-18,"My Yankee Candle loving friend loved it; it smell fresh and not ""attacking"", fragrance lingers long after the light is snuffed out. Good for the price."
5,2019-12-27,"I love, love my candle, the scent that clears all other orders from the room and the warmth generated from the candle. Makes an awesome gift!"
5,2021-05-06,"Just perfect! Perfect package, HUGE size and oh so good aroma! Ordered 2 more the same day I received the product!"
5,2021-01-17,The best thing was the SALE price. Wish I would have bought more @ $11
5,2020-01-15,"I bought 2 of these at a reduced price. One of my favorite scents for my bathroom, and the color matches too. Each candle came in it's own box so perfect for gift giving."
5,2020-02-19,"Really pretty scent.  I think it's perfect for a bedroom or bathroom.  Nice throw, especially the large size.  Great price here on Amazon."
5,2019-10-09,Bought this candle as a gift for my friend’s wedding day and it smells SO GOOD. Such a strong nice smell. Yankee candle never fails to do great! Would definitely recommend!
5,2020-11-06,This rose scent is by far the best one they have.  It would be hard to make this one better.
5,2020-06-19,"Wonderful scent, I love rose fragrance, and in just about 15 minutes..the area smells like a room of roses 🌹...love it!"
5,2021-07-31,Yankee Candle never disappoints. Love this fragrance. Smells like real lilacs.
5,2020-07-31,Soft summery scent. Not overpowering .Got for great price.too. Yankee Candles reliably burns a long time too. Would purchase again.
5,2013-08-02,I brought one of these as a gift for my friend about a year ago. I liked it so much I've been buying them ever since for myself. This candle has a light sweet scent that fills my house without being overpowering.Update...I still like this product itself however I will never buy it from Amazon again.  I left package feedback with Amazon as well.  When I got my candle it was open with oil leaking everywhere and the wax was melted and coming out of the jar all on one side.  I live in a hot climate but still if it had been packaged better I wouldn't have been so disappointed but I'm still happy.  I called Amazon and they gave me a full refund so no hard feelings.
5,2021-11-28,It didn’t seem to be as strong a scent as in the past
5,2021-04-14,Love this scent! It is strong and fills the room.
5,2021-12-24,Just gave it to my girlfriend and she loved it
5,2020-02-03,This was packaged very well.  This is a great candle that reminds us of the beach. It’s a soft kind of scent and not overpowering.
5,2020-11-13,We love the mild aroma. It wafts through our home supper soft and is relaxing...
5,2017-05-18,Very pretty! What a surprise when my mom opened this wonderful scented Yankee Candle along with the Gardenia scented Yankee candle that I gave her for Mothers Day! She couldn't be more pleased and happy! She thought they were the best gift ever!
5,2020-08-25,great scent
5,2021-06-20,A little pricey for wax though.
